+-----+-----------------------------------------------+------------------------------------------------------------+---------+----------+--------+-------+---------+------------+--------------------------------------------------------+---------------------+
|  ID | Registry name                                 | Biome name                                                 |   temp. | temp cat |   rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                   | Valid for           |
| 336 | aoa3:vox_ponds                                | Vox Ponds                                                  |    0.00 | COLD     |   0.00 | false | false   |            | COLD, DEAD, DRY, PLAINS, SPARSE, WASTELAND, WET        |                     |
| 337 | galacticraftcore:outer space                  | YzCeti D                                                   |    0.50 | MEDIUM   |   0.00 | false | false   |            | DEAD, DRY, SPARSE, SPOOKY                              | stronghold          |
| 338 | galacticraftplanets:outer space 1             | Zollus Ice Ocean                                           |    0.50 | COLD     |   0.50 |  true | false   |            | DEAD, DRY, HOT, SANDY                                  | stronghold          |
| 339 | galacticraftplanets:outer space 2             | Redlands                                                   |    0.50 | MEDIUM   |   0.50 | false | false   |            | DEAD, DRY, HOT, SANDY                                  | stronghold          |
| 340 | zollerngalaxy:outer space 3                   | Terran Valley                                              |    0.50 | MEDIUM   |   0.50 | false | false   |            | PLAINS                                                 | stronghold          |
| 341 | zollerngalaxy:outer space 4                   | Snowy Plains                                               |    0.50 | COLD     |   0.50 |  true | false   |            | PLAINS, SNOWY                                          | stronghold          |
| 342 | zollerngalaxy:outer space 5                   | Golden Meadow                                              |    0.50 | MEDIUM   |   0.50 | false | false   |            | PLAINS                                                 | stronghold          |
| 343 | zollerngalaxy:outer space 6                   | Swamplands                                                 |    0.50 | MEDIUM   |   0.50 | false | false   |            | PLAINS                                                 | stronghold          |
| 344 | zollerngalaxy:outer space 7                   | Edenwood Forest                                            |    0.50 | MEDIUM   |   0.50 |  true | false   |            | PLAINS, SNOWY                                          | stronghold          |
| 345 | zollerngalaxy:outer space 8                   | Paradise Woods                                             |    0.50 | MEDIUM   |   0.50 | false | false   |            | PLAINS                                                 | stronghold          |
| 346 | zollerngalaxy:outer space 9                   | The Garden                                                 |    0.50 | MEDIUM   |   0.50 | false | false   |            | PLAINS                                                 | stronghold          |
| 347 | zollerngalaxy:outer space 10                  | Asteroid Craters                                           |    0.50 | MEDIUM   |   0.50 | false | false   |            | PLAINS                                                 | stronghold          |
| 348 | zollerngalaxy:outer space 11                  | Redshroom Hills                                            |    0.50 | MEDIUM   |   0.50 | false | false   |            | PLAINS                                                 | stronghold          |
| 349 | zollerngalaxy:outer space 12                  | Ocean of Eden                                              |    0.50 | OCEAN    |   0.50 | false | false   |            | PLAINS                                                 | stronghold          |
| 350 | exoplanets:space                              | Space                                                      |    0.50 | MEDIUM   |   0.00 | false | false   |            | COLD, DEAD, DRY                                        | stronghold          |
| 351 | exoplanets:spacelowplains                     | SpaceLowPlains                                             |    0.50 | MEDIUM   |   0.00 | false | false   |            | COLD, DEAD, DRY                                        | stronghold          |
| 352 | exoplanets:spacemidplains                     | SpaceMidPlains                                             |    0.50 | MEDIUM   |   0.00 | false | false   |            | COLD, DEAD, DRY                                        | stronghold          |
| 353 | exoplanets:spacelowhills                      | SpaceLowHills                                              |    0.50 | MEDIUM   |   0.00 | false | false   |            | COLD, DEAD, DRY                                        | stronghold          |
| 354 | exoplanets:spacemidhills                      | SpaceMidHills                                              |    0.50 | MEDIUM   |   0.00 | false | false   |            | COLD, DEAD, DRY                                        | stronghold          |
| 355 | asmodeuscore:-=|worldengine|=-                | -=|WorldEngine|=-                                          |    0.50 | MEDIUM   |   0.50 | false | false   |            | COLD, DEAD, DRY                                        | stronghold          |
| 356 | atum:dead_oasis                               | Dead Oasis                                                 |    2.00 | WARM     |   0.00 | false | false   |            | ATUM, DEAD, DRY, HOT, RARE, SANDY, SPARSE              | stronghold          |
| 357 | atum:deadwood_forest                          | Deadwood Forest                                            |    2.00 | WARM     |   0.00 | false | false   |            | ATUM, DRY, FOREST, HOT, SANDY, SPARSE                  | stronghold          |
| 358 | atum:dried_river                              | Dried River                                                |    2.00 | WARM     |   0.00 | false | false   |            | ATUM, DRY, HOT, RIVER, SANDY, SPARSE, WATER            |                     |
| 359 | atum:limestone_crags                          | Limestone Crags                                            |    2.00 | WARM     |   0.00 | false | false   |            | ATUM, DRY, HILLS, HOT, RARE, SANDY, SPARSE             | stronghold          |
| 360 | atum:limestone_mountains                      | Limestone Mountains                                        |    2.00 | WARM     |   0.00 | false | false   |            | ATUM, DRY, HOT, MOUNTAIN, SANDY, SPARSE                | stronghold          |
| 361 | atum:oasis                                    | Oasis                                                      |    2.00 | WARM     |   0.00 | false | false   |            | LUSH, OASIS, RARE, WET                                 | stronghold          |
| 362 | atum:sand_dunes                               | Sand Dunes                                                 |    2.00 | WARM     |   0.00 | false | false   |            | ATUM, DRY, HILLS, HOT, SANDY, SPARSE                   | stronghold          |
| 363 | atum:sand_hills                               | Sand Hills                                                 |    2.00 | WARM     |   0.00 | false | false   |            | ATUM, DRY, HILLS, HOT, SANDY, SPARSE                   | stronghold          |
| 364 | atum:sand_plains                              | Sand Plains                                                |    2.00 | WARM     |   0.00 | false | false   |            | ATUM, DRY, HOT, PLAINS, SANDY, SPARSE                  | stronghold          |
| 365 | erebus:underground_jungle                     | Underground Jungle                                         |    0.50 | MEDIUM   |   0.50 | false | false   |            | DENSE, HOT, JUNGLE, LUSH                               | stronghold          |
| 366 | erebus:volcanic_desert                        | Volcanic Desert                                            |    0.50 | MEDIUM   |   0.50 | false | false   |            | DRY, HOT, SANDY                                        | stronghold          |
| 367 | erebus:subterranean_savannah                  | Subterranean Savannah                                      |    0.50 | MEDIUM   |   0.50 | false | false   |            | SAVANNA                                                | stronghold          |
| 368 | erebus:elysian_fields                         | Elysian Fields                                             |    0.50 | MEDIUM   |   0.50 | false | false   |            | LUSH, PLAINS                                           | stronghold          |
| 369 | erebus:ulterior_outback                       | Ulterior Outback                                           |    0.50 | MEDIUM   |   0.50 | false | false   |            | DRY, HOT, SANDY                                        | stronghold          |
| 370 | erebus:fungal_forest                          | Fungal Forest                                              |    0.50 | MEDIUM   |   0.50 | false | false   |            | DENSE, MUSHROOM, SPOOKY                                | stronghold          |
| 371 | erebus:submerged_swamp                        | Submerged Swamp                                            |    0.50 | MEDIUM   |   0.50 | false | false   |            | HOT, SWAMP, WATER, WET                                 | stronghold          |
| 372 | erebus:fields_sub_forest                      | Elysian Forest                                             |    0.50 | MEDIUM   |   0.50 | false | false   |            | FOREST, LUSH, MAGICAL                                  | stronghold          |
| 373 | erebus:petrified_forest                       | Petrified Forest                                           |    0.50 | MEDIUM   |   0.50 | false | false   |            | DEAD, DRY, HOT                                         | stronghold          |
| 374 | gaiadimension:pink_agate_forest               | Pink Agate Forest                                          |    0.66 | MEDIUM   |   0.00 | false | false   |            | FOREST                                                 | stronghold          |
| 375 | gaiadimension:blue_agate_taiga                | Blue Agate Taiga                                           |    0.40 | MEDIUM   |   0.00 | false | false   |            | CONIFEROUS                                             | stronghold          |
| 376 | gaiadimension:green_agate_jungle              | Green Agate Jungle                                         |    0.75 | MEDIUM   |   0.00 | false | false   |            | JUNGLE                                                 | stronghold          |
| 377 | gaiadimension:purple_agate_swamp              | Purple Agate Swamp                                         |    0.70 | MEDIUM   |   0.00 | false | false   |            | MAGICAL, SWAMP                                         | stronghold          |
| 378 | gaiadimension:fossil_woodland                 | Fossil Woodland                                            |    0.66 | MEDIUM   |   0.00 | false | false   |            | SAVANNA                                                | stronghold          |
| 379 | gaiadimension:mutant_agate_wildwood           | Mutant Agate Wildwood                                      |    0.66 | MEDIUM   |   0.00 | false | false   |            | FOREST, LUSH, MAGICAL                                  | stronghold          |
| 380 | gaiadimension:crystal_plains                  | Crystal Plains                                             |    0.66 | MEDIUM   |   0.00 | false | false   |            | PLAINS                                                 | stronghold          |
| 381 | gaiadimension:salt_dunes                      | Salt Dunes                                                 |    0.80 | MEDIUM   |   0.00 | false | false   |            | DRY, HOT, SANDY, SPARSE                                | stronghold          |
| 382 | gaiadimension:shining_grove                   | Shining Grove                                              |    0.50 | MEDIUM   |   0.00 | false | false   |            | FOREST, LUSH, MAGICAL                                  | stronghold          |
| 383 | gaiadimension:smoldering_bog                  | Smoldering Bog                                             |    0.90 | MEDIUM   |   0.00 | false | false   |            | DEAD, HOT, WASTELAND                                   | stronghold          |
| 384 | gaiadimension:volcaniclands                   | Volcaniclands                                              |    0.90 | MEDIUM   |   0.00 | false | false   |            | DRY, HOT, MOUNTAIN, SPARSE                             | stronghold          |
| 385 | gaiadimension:static_wasteland                | Static Wasteland                                           |    0.40 | MEDIUM   |   0.00 | false | false   |            | MOUNTAIN, WASTELAND                                    | stronghold          |
| 386 | gaiadimension:goldstonelands                  | Goldstonelands                                             |    0.55 | MEDIUM   |   0.00 | false | false   |            | PLAINS, WASTELAND                                      | stronghold          |
| 387 | gaiadimension:mineral_reservoir               | Mineral Reservoir                                          |    0.66 | MEDIUM   |   0.00 | false | false   |            | OCEAN, WATER                                           |                     |
| 388 | gaiadimension:mineral_river                   | Mineral River                                              |    0.50 | MEDIUM   |   0.00 | false | false   |            | RIVER, WATER                                           |                     |
| 389 | integrateddynamics:biome_meneglin             | Meneglin                                                   |    0.75 | MEDIUM   |   0.25 | false | false   | COOL       | COLD, MAGICAL                                          | stronghold, village |
| 390 | thejungle:jungle_mountain                     | Jungle Mountain                                            |    0.95 | MEDIUM   |   0.90 | false | false   |            | DENSE, HOT, JUNGLE, MOUNTAIN, WET                      | stronghold          |
| 391 | thejungle:mangled_swamp                       | Mangled Swamp                                              |    0.95 | MEDIUM   |   0.90 | false | false   |            | HOT, JUNGLE, SWAMP, WET                                |                     |
| 392 | thejungle:lost_world                          | Lost World                                                 |    0.95 | MEDIUM   |   0.90 | false | false   |            | HOT, JUNGLE, WET                                       | stronghold          |
| 393 | netherex:ruthless_sands                       | Ruthless Sands                                             |    2.00 | WARM     |   0.00 | false | false   |            | DRY, HOT, NETHER, PLAINS, SANDY, SAVANNA               | stronghold          |
| 394 | netherex:fungi_forest                         | Fungi Forest                                               |    1.10 | WARM     |   0.00 | false | false   |            | COLD, DRY, HOT, MUSHROOM, NETHER, PLAINS, SAVANNA, WET | stronghold          |
| 395 | netherex:torrid_wasteland                     | Torrid Wasteland                                           |    4.00 | WARM     |   0.00 | false | false   |            | DRY, HOT, NETHER, PLAINS, SAVANNA, WASTELAND           | stronghold          |
| 396 | netherex:arctic_abyss                         | Arctic Abyss                                               |    0.00 | COLD     |   0.00 | false | false   |            | COLD, DRY, NETHER, PLAINS, WET                         | stronghold          |
| 397 | theaurorian:aurorianforest                    | Aurorian Forest                                            |    0.20 | MEDIUM   |   0.50 | false | false   | COOL       | COLD, DRY, FOREST, MAGICAL, PLAINS                     | spawn, stronghold   |
| 398 | theaurorian:aurorianforesthills               | Aurorian Forest Hills                                      |    0.20 | MEDIUM   |   0.50 | false | false   | COOL       | COLD, DRY, HILLS, MAGICAL, PLAINS                      | spawn, stronghold   |
| 399 | theaurorian:aurorianplains                    | Aurorian Plains                                            |    0.20 | MEDIUM   |   0.50 | false | false   | COOL       | COLD, DRY, MAGICAL, PLAINS                             | spawn, stronghold   |
| 400 | theaurorian:weepingwillowforest               | Weeping Willow Forest                                      |    0.20 | MEDIUM   |   0.50 | false | false   | COOL       | COLD, DRY, FOREST, HILLS, MAGICAL                      | spawn, stronghold   |
| 401 | theaurorian:aurorianlakes                     | Aurorian Lakes                                             |    0.20 | MEDIUM   |   0.50 | false | false   | COOL       | COLD, DRY, MAGICAL, PLAINS, WATER                      | spawn               |
| 402 | traverse:autumnal_woods                       | Autumnal Woods                                             |    0.70 | MEDIUM   |   0.80 | false | false   | COOL       | FOREST                                                 | stronghold          |
| 403 | traverse:woodlands                            | Woodlands                                                  |    0.80 | MEDIUM   |   0.40 | false | false   | WARM       | PLAINS                                                 | stronghold, village |
| 404 | traverse:mini_jungle                          | Mini Jungle                                                |    0.95 | MEDIUM   |   0.90 | false | false   | WARM       | DENSE, HOT, JUNGLE, WET                                |                     |
| 405 | traverse:meadow                               | Meadow                                                     |    0.80 | MEDIUM   |   0.70 | false | false   | COOL       | LUSH, PLAINS, WET                                      | stronghold, village |
| 406 | traverse:green_swamp                          | Lush Swamp                                                 |    0.80 | MEDIUM   |   0.50 | false | false   | WARM       | LUSH, SWAMP, WET                                       |                     |
| 407 | traverse:red_desert                           | Red Desert                                                 |    2.00 | WARM     |   0.00 | false | false   | DESERT     | DRY, HOT, SANDY                                        | stronghold, village |
| 408 | traverse:temperate_rainforest                 | Temperate Rainforest                                       |    0.60 | MEDIUM   |   0.90 | false | false   | COOL       | CONIFEROUS, FOREST                                     | stronghold          |
| 409 | traverse:badlands                             | Badlands                                                   |    0.60 | MEDIUM   |   0.10 | false | false   | WARM       | DRY, HOT, PLAINS, SPARSE                               | stronghold, village |
| 410 | traverse:mountainous_desert                   | Mountainous Desert                                         |    2.00 | WARM     |   0.00 | false | false   | DESERT     | DRY, HOT, MOUNTAIN, SANDY                              | stronghold          |
| 411 | traverse:rocky_plateau                        | Rocky Plateau                                              |    0.80 | MEDIUM   |   0.20 | false | false   | WARM       | HOT, MOUNTAIN                                          | stronghold, village |
| 412 | traverse:forested_hills                       | Forested Hills                                             |    0.70 | MEDIUM   |   0.80 | false | false   | COOL       | FOREST, HILLS                                          | stronghold          |
| 413 | traverse:birch_forested_hills                 | Birch Forested Hills                                       |    0.70 | MEDIUM   |   0.80 | false | false   | COOL       | FOREST, HILLS                                          | stronghold          |
| 414 | traverse:autumnal_wooded_hills                | Autumnal Wooded Hills                                      |    0.70 | MEDIUM   |   0.80 | false | false   | COOL       | FOREST, HILLS                                          | stronghold          |
| 415 | traverse:cliffs                               | Cliffs                                                     |    0.40 | MEDIUM   |   1.20 | false | false   | COOL       | COLD, HILLS, MOUNTAIN                                  | stronghold          |
| 416 | traverse:glacier                              | Glacier                                                    |    0.00 | COLD     |   0.50 |  true | false   | ICY        | COLD, MOUNTAIN, SNOWY                                  | stronghold          |
| 417 | traverse:glacier_spikes                       | Glacier Spikes                                             |    0.00 | COLD     |   0.50 |  true | false   | ICY        | COLD, MOUNTAIN, SNOWY                                  | stronghold          |
| 418 | traverse:snowy_coniferous_forest              | Snowy Coniferous Forest                                    |    0.00 | COLD     |   0.50 |  true | false   | ICY        | COLD, CONIFEROUS, FOREST, SNOWY                        | stronghold          |
| 419 | traverse:lush_hills                           | Lush Hills                                                 |    0.50 | MEDIUM   |   0.80 | false | false   | COOL       | HILLS, LUSH, SPARSE, WET                               | stronghold, village |
| 420 | traverse:desert_shrubland                     | Desert Shrubland                                           |    2.00 | WARM     |   0.00 | false | false   | DESERT     | DEAD, DRY, HOT, SANDY                                  | stronghold, village |
| 421 | traverse:thicket                              | Thicket                                                    |    0.80 | MEDIUM   |   0.30 | false | false   | WARM       | DENSE, FOREST                                          | stronghold          |
| 422 | traverse:arid_highland                        | Arid Highland                                              |    2.00 | WARM     |   0.00 | false | false   | DESERT     | DRY, HILLS, HOT, MOUNTAIN, SPARSE                      | stronghold, village |
| 423 | traverse:rocky_plains                         | Rocky Plains                                               |    0.90 | MEDIUM   |   0.70 | false | false   | COOL       | HILLS, PLAINS, SPARSE                                  | stronghold, village |
| 424 | midnight:vigilant_forest                      | Vigilant Forest                                            |    0.50 | MEDIUM   |   0.50 | false | false   |            | FOREST, PLAINS, SPOOKY                                 | stronghold          |
| 425 | midnight:black_ridge                          | Black Ridge                                                |    0.50 | MEDIUM   |   0.50 | false | false   |            | HILLS, MOUNTAIN, PLAINS, SPARSE, SPOOKY                | stronghold          |
| 426 | midnight:deceitful_bog                        | Deceitful Bog                                              |    0.50 | MEDIUM   |   0.50 | false | false   |            | OCEAN, PLAINS, SPOOKY, SWAMP, WATER                    |                     |
| 427 | midnight:fungi_forest                         | Fungi Forest                                               |    0.50 | MEDIUM   |   0.50 | false | false   |            | FOREST, PLAINS, SPOOKY                                 | stronghold          |
| 428 | midnight:obscured_peaks                       | Obscured Peaks                                             |    0.50 | MEDIUM   |   0.50 | false | false   |            | HILLS, MOUNTAIN, SPARSE, SPOOKY                        | stronghold          |
| 429 | midnight:warped_fields                        | Warped Fields                                              |    0.50 | MEDIUM   |   0.50 | false | false   |            | HILLS, SPOOKY                                          | stronghold          |
| 430 | midnight:crystal_spires                       | Crystal Spires                                             |    0.50 | MEDIUM   |   0.50 | false | false   |            | MAGICAL, PLAINS                                        | stronghold          |
| 431 | midnight:night_plains                         | Night Plains                                               |    0.50 | MEDIUM   |   0.50 | false | false   |            | PLAINS, SPOOKY                                         | stronghold          |
| 432 | midnight:obscured_plateau                     | Obscured Plateau                                           |    0.50 | MEDIUM   |   0.50 | false | false   |            | MOUNTAIN, PLAINS, SPARSE, SPOOKY                       | stronghold          |
| 433 | midnight:phantasmal_valley                    | Phantasmal Valley                                          |    0.50 | MEDIUM   |   0.50 | false | false   |            | OCEAN, PLAINS, SPOOKY, WATER                           |                     |
| 434 | midnight:runebush_grove                       | Runebush Grove                                             |    0.50 | MEDIUM   |   0.50 | false | false   |            | DENSE, FOREST, PLAINS, SPOOKY                          | stronghold          |
| 435 | midnight:hilly_vigilant_forest                | Hilly Vigilant Forest                                      |    0.50 | MEDIUM   |   0.50 | false | false   |            | FOREST, HILLS, SPOOKY                                  | stronghold          |
| 436 | midnight:hilly_fungi_forest                   | Hilly Fungi Forest                                         |    0.50 | MEDIUM   |   0.50 | false | false   |            | FOREST, HILLS, SPOOKY                                  | stronghold          |
| 437 | aroma1997sdimension:miningbiome               | miningBiome                                                |    0.50 | MEDIUM   |   0.50 | false | false   |            | PLAINS                                                 | stronghold, village |
| 439 | blue_skies:calming_skies                      | Calming Skies                                              |    0.30 | MEDIUM   |   0.00 | false | false   |            | COLD, DRY, MAGICAL, PLAINS                             | stronghold          |
| 440 | blue_skies:brightlands                        | Brightlands                                                |    0.00 | COLD     |   0.80 |  true | false   |            | COLD, HILLS, MAGICAL, MOUNTAIN, SNOWY                  | stronghold          |
| 441 | blue_skies:peeking_oceans                     | Peeking Oceans                                             |    0.20 | OCEAN    |   0.00 | false | false   |            | COLD, DRY, MAGICAL, OCEAN, PLAINS, WATER               |                     |
| 442 | blue_skies:pale_swamplands                    | Pale Swamplands                                            |    0.50 | MEDIUM   |   0.80 | false | false   |            | MAGICAL, PLAINS, SNOWY, SWAMP                          |                     |
| 443 | blue_skies:frostbit_forest                    | Frostbitten Forest                                         |    0.00 | COLD     |   0.80 |  true | false   |            | COLD, DENSE, FOREST, LUSH, MAGICAL, PLAINS, SNOWY      | stronghold          |
| 444 | blue_skies:unorthodox_valley                  | Unorthodox Valley                                          |    0.50 | MEDIUM   |   0.50 | false | false   |            | HILLS, MAGICAL, MOUNTAIN                               | stronghold          |
| 445 | blue_skies:shaded_woods                       | Shaded Woodlands                                           |    0.50 | MEDIUM   |   0.50 | false | false   |            | DENSE, FOREST, LUSH, PLAINS, SPOOKY                    | stronghold          |
| 446 | blue_skies:crystal_dunes                      | Crystal Dunes                                              |    0.50 | MEDIUM   |   0.50 | false | false   |            | DEAD, DRY, PLAINS, SANDY                               | stronghold          |
| 447 | blue_skies:sunset_maple_forest                | Sunset Maple Forest                                        |    0.50 | MEDIUM   |   0.50 | false | false   |            | PLAINS                                                 | stronghold          |
| 448 | dimdoors:limbo                                | Limbo                                                      |    0.50 | MEDIUM   |   0.00 | false | false   |            | VOID                                                   | stronghold          |
| 449 | dimdoors:white_void                           | White Void                                                 |    0.50 | MEDIUM   |   0.00 | false | false   |            | VOID                                                   |                     |
| 450 | dimdoors:black_void                           | Black Void                                                 |    0.50 | MEDIUM   |   0.00 | false | false   |            | VOID                                                   |                     |
| 451 | dimdoors:dangerous_black_void                 | Dangerous Black Void                                       |    0.50 | MEDIUM   |   0.00 | false | false   |            | VOID                                                   |                     |
| 452 | glacidus:glacidus                             | Glacidus                                                   |    0.50 | MEDIUM   |   0.50 | false | false   |            | PLAINS                                                 | stronghold          |
| 453 | goodnightsleep:good_dream_plains              | Good Dream Plains                                          |    0.80 | MEDIUM   |   0.00 | false | false   |            | DRY, HILLS                                             | stronghold          |
| 454 | goodnightsleep:nightmare_hills                | Nightmare Hills                                            |    2.00 | WARM     |   0.00 | false | false   |            | DRY, HILLS, HOT, SAVANNA                               | stronghold          |
| 455 | lightningcraft:underworld                     | Underworld                                                 |    2.00 | WARM     |   0.00 | false | false   |            | SPOOKY                                                 | stronghold          |
| 456 | thebetweenlands:patchy_islands                | Patchy Islands                                             |    0.80 | MEDIUM   |   0.90 | false | false   |            | SWAMP, WATER, WET                                      | stronghold          |
| 457 | thebetweenlands:swamplands                    | Swamplands                                                 |    0.80 | MEDIUM   |   0.90 | false | false   |            | DENSE, FOREST, SWAMP, WATER, WET                       | stronghold          |
| 458 | thebetweenlands:deep_waters                   | Deep Waters                                                |    0.80 | MEDIUM   |   0.90 | false | false   |            | SWAMP, WATER                                           | stronghold          |
| 459 | thebetweenlands:coarse_islands                | Coarse Islands                                             |    0.80 | MEDIUM   |   0.90 | false | false   |            | SWAMP, WATER, WET                                      | stronghold          |
| 460 | thebetweenlands:raised_isles                  | Raised Isles                                               |    0.80 | MEDIUM   |   0.90 | false | false   |            | SWAMP, WATER, WET                                      | stronghold          |
| 461 | thebetweenlands:sludge_plains                 | Sludge Plains                                              |    0.80 | MEDIUM   |   0.90 | false | false   |            | DEAD, SWAMP, WASTELAND, WET                            | stronghold          |
| 462 | thebetweenlands:marsh_0                       | Marsh 0                                                    |    0.80 | MEDIUM   |   0.90 | false | false   |            | SWAMP, WATER, WET                                      | stronghold          |
| 463 | thebetweenlands:marsh_1                       | Marsh 1                                                    |    0.80 | MEDIUM   |   0.90 | false | false   |            | SWAMP, WATER, WET                                      | stronghold          |
| 464 | thebetweenlands:swamplands_clearing           | Swamplands Clearing                                        |    0.80 | MEDIUM   |   0.90 | false | false   |            | DENSE, FOREST, SWAMP, WATER, WET                       | stronghold          |
| 465 | thebetweenlands:sludge_plains_clearing        | Sludge Plains Clearing                                     |    0.80 | MEDIUM   |   0.90 | false | false   |            | DEAD, SWAMP, WASTELAND, WET                            | stronghold          |
| 466 | lockyzextradimensionsmod:cloud biome          | biomeCloud                                                 |    0.50 | MEDIUM   |   0.00 | false | false   | WARM       | FOREST                                                 | stronghold          |
| 467 | lockyzextradimensionsmod:alternate biome      | alternateBiome                                             |    0.50 | MEDIUM   |   0.50 | false | false   | WARM       | FOREST                                                 | stronghold          |
| 468 | lockyzextradimensionsmod:phantom biome        | biomePhantom                                               |    0.50 | MEDIUM   |   0.50 | false | false   | WARM       | FOREST                                                 | stronghold          |
| 469 | lockyzextradimensionsmod:ice biome            | Ice Biome                                                  |    0.50 | MEDIUM   |   0.00 | false | false   | WARM       | FOREST                                                 | stronghold          |
| 471 | zollerngalaxy:lake of fire                    | Lake of Fire                                               |    0.50 | OCEAN    |   0.50 | false | false   |            | DEAD, HOT, OCEAN, SPOOKY, WATER                        | stronghold          |
| 472 | zollerngalaxy:zollus ice ocean                | Zollus Ice Ocean                                           |    0.50 | COLD     |   0.50 |  true | false   |            | COLD, DEAD, OCEAN, WATER, WET                          | stronghold          |
| 473 | zollerngalaxy:black mesa                      | Black Mesa                                                 |    0.50 | WARM     |   0.50 | false | false   |            | DEAD, DRY, HOT, MOUNTAIN, WASTELAND                    | stronghold          |
| 474 | zollerngalaxy:exo forest                      | Exo Forest                                                 |    0.50 | MEDIUM   |   0.50 | false | false   |            | FOREST, LUSH, WET                                      | stronghold          |
| 475 | zollerngalaxy:azural plains                   | Azural Plains                                              |    0.50 | MEDIUM   |   0.50 | false | false   |            | LUSH, PLAINS, WET                                      | stronghold          |
| 476 | zollerngalaxy:rocky hills                     | Rocky Hills                                                |    0.50 | MEDIUM   |   0.50 | false | false   |            | LUSH, MOUNTAIN, WET                                    | stronghold          |
| 477 | zollerngalaxy:exo ocean                       | Exo Ocean                                                  |    0.50 | OCEAN    |   0.50 | false | false   |            | OCEAN, WATER, WET                                      | stronghold          |
| 478 | bedrockcraft:bvoidbiome                       | bedrockcraftvoidbiome                                      |    0.50 | COLD     |   0.50 | false | false   | COOL       | PLAINS, VOID                                           | stronghold          |
+-----+-----------------------------------------------+------------------------------------------------------------+---------+----------+--------+-------+---------+------------+--------------------------------------------------------+---------------------+
|  ID | Registry name                                 | Biome name                                                 |   temp. | temp cat |   rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                   | Valid for           |
+-----+-----------------------------------------------+------------------------------------------------------------+---------+----------+--------+-------+---------+------------+--------------------------------------------------------+---------------------+
