+-----------------------------+--------------------------------------------------------+------------------------------------+--------+
| Mod name                    | Registry name                                          | Entity class name                  |     ID |
| Ender Zoo                   | enderzoo:concussioncreeper                             | EntityConcussionCreeper            | 689991 |
| Ender Zoo                   | enderzoo:direslime                                     | EntityDireSlime                    | 689997 |
| Ender Zoo                   | enderzoo:direwolf                                      | EntityDireWolf                     | 689996 |
| Ender Zoo                   | enderzoo:enderminy                                     | EntityEnderminy                    | 689990 |
| Ender Zoo                   | enderzoo:entityowlegg                                  | EntityOwlEgg                       | 679991 |
| Ender Zoo                   | enderzoo:entityprimedcharge                            | EntityPrimedCharge                 | 699998 |
| Ender Zoo                   | enderzoo:fallenknight                                  | EntityFallenKnight                 | 689992 |
| Ender Zoo                   | enderzoo:fallenmount                                   | EntityFallenMount                  | 689993 |
| Ender Zoo                   | enderzoo:owl                                           | EntityOwl                          | 689998 |
| Ender Zoo                   | enderzoo:withercat                                     | EntityWitherCat                    | 689995 |
| Ender Zoo                   | enderzoo:witherwitch                                   | EntityWitherWitch                  | 689994 |
| Erebus                      | erebus:erebus.animated_bamboo_crate                    | EntityAnimatedBambooCrate          |     52 |
| Erebus                      | erebus:erebus.animated_block                           | EntityAnimatedBlock                |     50 |
| Erebus                      | erebus:erebus.animated_chest                           | EntityAnimatedChest                |     51 |
| Erebus                      | erebus:erebus.antlion                                  | EntityAntlion                      |     14 |
| Erebus                      | erebus:erebus.antlion_boss                             | EntityAntlionBoss                  |     57 |
| Erebus                      | erebus:erebus.antlion_mini_boss                        | EntityAntlionMiniBoss              |     35 |
| Erebus                      | erebus:erebus.bed_bug                                  | EntityBedBug                       |     61 |
| Erebus                      | erebus:erebus.beetle                                   | EntityBeetle                       |      3 |
| Erebus                      | erebus:erebus.beetle_larva                             | EntityBeetleLarva                  |      0 |
| Erebus                      | erebus:erebus.black_ant                                | EntityBlackAnt                     |     41 |
| Erebus                      | erebus:erebus.black_widow                              | EntityBlackWidow                   |     15 |
| Erebus                      | erebus:erebus.bog_maw                                  | EntityBogMaw                       |     47 |
| Erebus                      | erebus:erebus.bombardier_beetle                        | EntityBombardierBeetle             |     17 |
| Erebus                      | erebus:erebus.bombardier_beetle_larva                  | EntityBombardierBeetleLarva        |     59 |
| Erebus                      | erebus:erebus.bot_fly                                  | EntityBotFly                       |      7 |
| Erebus                      | erebus:erebus.bot_fly_larva                            | EntityBotFlyLarva                  |     28 |
| Erebus                      | erebus:erebus.centipede                                | EntityCentipede                    |      2 |
| Erebus                      | erebus:erebus.chameleon_tick                           | EntityChameleonTick                |     36 |
| Erebus                      | erebus:erebus.cicada                                   | EntityCicada                       |     32 |
| Erebus                      | erebus:erebus.crop_weevil                              | EntityCropWeevil                   |     30 |
| Erebus                      | erebus:erebus.crushroom                                | EntityCrushroom                    |     40 |
| Erebus                      | erebus:erebus.dragon_fly                               | EntityDragonfly                    |     25 |
| Erebus                      | erebus:erebus.fire_ant                                 | EntityFireAnt                      |     22 |
| Erebus                      | erebus:erebus.fire_ant_soldier                         | EntityFireAntSoldier               |     33 |
| Erebus                      | erebus:erebus.fire_resistent_item                      | EntityFireResistent                |     54 |
| Erebus                      | erebus:erebus.fly                                      | EntityFly                          |      4 |
| Erebus                      | erebus:erebus.fungal_weevil                            | EntityFungalWeevil                 |     29 |
| Erebus                      | erebus:erebus.gas_vent                                 | EntityGasVent                      |     79 |
| Erebus                      | erebus:erebus.glow_worm                                | EntityGlowWorm                     |     16 |
| Erebus                      | erebus:erebus.goo_ball                                 | EntityGooBall                      |     74 |
| Erebus                      | erebus:erebus.grasshopper                              | EntityGrasshopper                  |     10 |
| Erebus                      | erebus:erebus.honey_pot_ant                            | EntityHoneyPotAnt                  |     58 |
| Erebus                      | erebus:erebus.jumping_spider                           | EntityJumpingSpider                |     21 |
| Erebus                      | erebus:erebus.lava_web_spider                          | EntityLavaWebSpider                |     34 |
| Erebus                      | erebus:erebus.locust                                   | EntityLocust                       |     11 |
| Erebus                      | erebus:erebus.magma_crawler                            | EntityMagmaCrawler                 |     49 |
| Erebus                      | erebus:erebus.midge_swarm                              | EntityMidgeSwarm                   |     38 |
| Erebus                      | erebus:erebus.money_spider                             | EntityMoneySpider                  |     19 |
| Erebus                      | erebus:erebus.mosquito                                 | EntityMosquito                     |      5 |
| Erebus                      | erebus:erebus.moth                                     | EntityMoth                         |     12 |
| Erebus                      | erebus:erebus.mucus_bomb_primed                        | EntityMucusBombPrimed              |     55 |
| Erebus                      | erebus:erebus.poison_jet                               | EntityPoisonJet                    |     78 |
| Erebus                      | erebus:erebus.pond_skater                              | EntityPondSkater                   |     45 |
| Erebus                      | erebus:erebus.praying_mantis                           | EntityPrayingMantis                |     20 |
| Erebus                      | erebus:erebus.preserved_block                          | EntityPreservedBlock               |     81 |
| Erebus                      | erebus:erebus.punchroom                                | EntityPunchroom                    |     39 |
| Erebus                      | erebus:erebus.rhino_beetle                             | EntityRhinoBeetle                  |     13 |
| Erebus                      | erebus:erebus.scorpion                                 | EntityScorpion                     |      8 |
| Erebus                      | erebus:erebus.scytodes                                 | EntityScytodes                     |     18 |
| Erebus                      | erebus:erebus.solifuge                                 | EntitySolifuge                     |      9 |
| Erebus                      | erebus:erebus.solifuge_small                           | EntitySolifugeSmall                |     37 |
| Erebus                      | erebus:erebus.spore_ball                               | EntitySporeBall                    |     76 |
| Erebus                      | erebus:erebus.stag_beetle                              | EntityStagBeetle                   |     62 |
| Erebus                      | erebus:erebus.tarantula                                | EntityTarantula                    |      6 |
| Erebus                      | erebus:erebus.tarantula_baby                           | EntityTarantulaBaby                |     44 |
| Erebus                      | erebus:erebus.tarantula_egg                            | EntityTarantulaEgg                 |     77 |
| Erebus                      | erebus:erebus.tarantula_mini_boss                      | EntityTarantulaMiniboss            |     43 |
| Erebus                      | erebus:erebus.thrown_sand                              | EntityThrownSand                   |     80 |
| Erebus                      | erebus:erebus.titan_beetle                             | EntityTitanBeetle                  |     27 |
| Erebus                      | erebus:erebus.umber_golem                              | EntityUmberGolem                   |     53 |
| Erebus                      | erebus:erebus.umber_golem_idol                         | EntityUmberGolemDungeonTypes       |     56 |
| Erebus                      | erebus:erebus.velvet_worm                              | EntityVelvetWorm                   |     24 |
| Erebus                      | erebus:erebus.wasp                                     | EntityWasp                         |      1 |
| Erebus                      | erebus:erebus.wasp_dagger                              | EntityWaspDagger                   |     70 |
| Erebus                      | erebus:erebus.web_sling                                | EntityWebSling                     |     71 |
| Erebus                      | erebus:erebus.woodlouse                                | EntityWoodlouse                    |     31 |
| Erebus                      | erebus:erebus.woodlouse_ball                           | EntityWoodlouseBall                |     75 |
| Erebus                      | erebus:erebus.worker_bee                               | EntityWorkerBee                    |     23 |
| Erebus                      | erebus:erebus.zombie_ant                               | EntityZombieAnt                    |     42 |
| Erebus                      | erebus:erebus.zombie_ant_soldier                       | EntityZombieAntSoldier             |     60 |
| Extra Planets               | extraplanets:entitygenerallander                       | EntityGeneralLander                |     17 |
| Extra Planets               | extraplanets:extraplanets.entitsaturnlander            | EntitySaturnLander                 |      7 |
| Extra Planets               | extraplanets:extraplanets.entityjupiterlander          | EntityJupiterLander                |      5 |
| Extra Planets               | extraplanets:extraplanets.entitymarsrover              | EntityMarsRover                    |     15 |
| Extra Planets               | extraplanets:extraplanets.entitymercurylander          | EntityMercuryLander                |      3 |
| Extra Planets               | extraplanets:extraplanets.entityneptunelander          | EntityNeptuneLander                |     11 |
| Extra Planets               | extraplanets:extraplanets.entitytier10electricrocket   | EntityElectricRocket               |     14 |
| Extra Planets               | extraplanets:extraplanets.entitytier10rocket           | EntityTier10Rocket                 |     13 |
| Extra Planets               | extraplanets:extraplanets.entitytier4rocket            | EntityTier4Rocket                  |      2 |
| Extra Planets               | extraplanets:extraplanets.entitytier5rocket            | EntityTier5Rocket                  |      4 |
| Extra Planets               | extraplanets:extraplanets.entitytier6rocket            | EntityTier6Rocket                  |      6 |
| Extra Planets               | extraplanets:extraplanets.entitytier7rocket            | EntityTier7Rocket                  |      8 |
| Extra Planets               | extraplanets:extraplanets.entitytier8rocket            | EntityTier8Rocket                  |     10 |
| Extra Planets               | extraplanets:extraplanets.entitytier9rocket            | EntityTier9Rocket                  |     12 |
| Extra Planets               | extraplanets:extraplanets.entityuranuslander           | EntityUranusLander                 |      9 |
| Extra Planets               | extraplanets:extraplanets.entityvenusrover             | EntityVenusRover                   |     16 |
| Extra Planets               | extraplanets:extraplanets.evolvedancientmagmacube      | EntityEvolvedAncientMagmaCube      |     20 |
| Extra Planets               | extraplanets:extraplanets.evolvedfirebatboss           | EntityEvolvedFireBatBoss           |     21 |
| Extra Planets               | extraplanets:extraplanets.evolvedghastboss             | EntityEvolvedGhastBoss             |     22 |
| Extra Planets               | extraplanets:extraplanets.evolvedgiantzombieboss       | EntityEvolvedGiantZombieBoss       |     26 |
| Extra Planets               | extraplanets:extraplanets.evolvediceslimeboss          | EntityEvolvedIceSlimeBoss          |     23 |
| Extra Planets               | extraplanets:extraplanets.evolvedmagmacube             | EntityEvolvedMagmaCube             |     18 |
| Extra Planets               | extraplanets:extraplanets.evolvedmagmacubeboss         | EntityEvolvedMagmaCubeBoss         |     19 |
| Extra Planets               | extraplanets:extraplanets.evolvedsnowmanboss           | EntityEvolvedSnowmanBoss           |     24 |
| Extra Planets               | extraplanets:extraplanets.evolvedspacemanboss          | EntityEvolvedSpacemanBoss          |     25 |
| Extra Planets               | extraplanets:extraplanets.firebombprimed               | EntityFireBombPrimed               |      1 |
| Extra Planets               | extraplanets:extraplanets.nuclearbombprimed            | EntityNuclearBombPrimed            |      0 |
| Extra Utilities 2           | extrautils2:boomerang                                  | EntityBoomerang                    |      0 |
| Extra Utilities 2           | extrautils2:chunkdata                                  | EntityChunkData                    |      1 |
| Eyes in the Darkness        | eyesinthedarkness:eyes                                 | EntityEyes                         |      1 |
| Flux Networks               | fluxnetworks:flux                                      | EntityFireItem                     |      0 |
| Forestry                    | forestry:butterflyge                                   | EntityButterfly                    |      0 |
| Forestry                    | forestry:cart.apiary                                   | EntityMinecartApiary               |      2 |
| Forestry                    | forestry:cart.beehouse                                 | EntityMinecartBeehouse             |      1 |
| Galacticraft Core           | galacticraftcore:alien_villager                        | EntityAlienVillager                |      5 |
| Galacticraft Core           | galacticraftcore:buggy                                 | EntityBuggy                        |     10 |
| Galacticraft Core           | galacticraftcore:celestial_screen                      | EntityCelestialFake                |     15 |
| Galacticraft Core           | galacticraftcore:evolved_creeper                       | EntityEvolvedCreeper               |      2 |
| Galacticraft Core           | galacticraftcore:evolved_enderman                      | EntityEvolvedEnderman              |      6 |
| Galacticraft Core           | galacticraftcore:evolved_skeleton                      | EntityEvolvedSkeleton              |      3 |
| Galacticraft Core           | galacticraftcore:evolved_skeleton_boss                 | EntitySkeletonBoss                 |      4 |
| Galacticraft Core           | galacticraftcore:evolved_spider                        | EntityEvolvedSpider                |      0 |
| Galacticraft Core           | galacticraftcore:evolved_witch                         | EntityEvolvedWitch                 |      7 |
| Galacticraft Core           | galacticraftcore:evolved_zombie                        | EntityEvolvedZombie                |      1 |
| Galacticraft Core           | galacticraftcore:gcflag                                | EntityFlag                         |     11 |
| Galacticraft Core           | galacticraftcore:hanging_schematic                     | EntityHangingSchematic             |     16 |
| Galacticraft Core           | galacticraftcore:lander                                | EntityLander                       |     13 |
| Galacticraft Core           | galacticraftcore:meteor                                | EntityMeteor                       |      9 |
| Galacticraft Core           | galacticraftcore:meteor_chunk                          | EntityMeteorChunk                  |     14 |
| Galacticraft Core           | galacticraftcore:para_chest                            | EntityParachest                    |     12 |
| Galacticraft Core           | galacticraftcore:rocket_t1                             | EntityTier1Rocket                  |      8 |
| Galacticraft Planets        | galacticraftplanets:astro_miner                        | EntityAstroMiner                   |     28 |
| Galacticraft Planets        | galacticraftplanets:creeper_boss                       | EntityCreeperBoss                  |     19 |
| Galacticraft Planets        | galacticraftplanets:entry_pod                          | EntityEntryPod                     |     27 |
| Galacticraft Planets        | galacticraftplanets:entry_pod_venus                    | EntityEntryPodVenus                |     31 |
| Galacticraft Planets        | galacticraftplanets:grapple_hook                       | EntityGrapple                      |     25 |
| Galacticraft Planets        | galacticraftplanets:juicer                             | EntityJuicer                       |     29 |
| Galacticraft Planets        | galacticraftplanets:landing_balloons                   | EntityLandingBalloons              |     22 |
| Galacticraft Planets        | galacticraftplanets:projectile_tnt                     | EntityProjectileTNT                |     21 |
| Galacticraft Planets        | galacticraftplanets:rocket_cargo                       | EntityCargoRocket                  |     23 |
| Galacticraft Planets        | galacticraftplanets:rocket_t2                          | EntityTier2Rocket                  |     20 |
| Galacticraft Planets        | galacticraftplanets:rocket_t3                          | EntityTier3Rocket                  |     26 |
| Galacticraft Planets        | galacticraftplanets:slimeling                          | EntitySlimeling                    |     18 |
| Galacticraft Planets        | galacticraftplanets:sludgeling                         | EntitySludgeling                   |     17 |
| Galacticraft Planets        | galacticraftplanets:small_asteroid                     | EntitySmallAsteroid                |     24 |
| Galacticraft Planets        | galacticraftplanets:spider_queen                       | EntitySpiderQueen                  |     30 |
| Galacticraft Planets        | galacticraftplanets:web_shot                           | EntityWebShot                      |     32 |
| Glacidus                    | glacidus:artifact                                      | EntityArtifact                     |      5 |
| Glacidus                    | glacidus:drop_spider                                   | EntityDropSpider                   |      0 |
| Glacidus                    | glacidus:frigispitor                                   | EntityFrigispitor                  |      4 |
| Glacidus                    | glacidus:frigispitor_blob                              | EntityFrigispiterBlob              |      6 |
| Glacidus                    | glacidus:merialces                                     | EntityMerialces                    |      2 |
| Glacidus                    | glacidus:morprous                                      | EntityMorprous                     |      3 |
| Glacidus                    | glacidus:porcali                                       | EntityPorcali                      |      1 |
| Good Night's Sleep          | goodnightsleep:baby_creeper                            | EntityBabyCreeper                  |      1 |
| Good Night's Sleep          | goodnightsleep:gns_spawner                             | EntityGNSSpawner                   |      5 |
| Good Night's Sleep          | goodnightsleep:gummy_bear                              | EntityGummyBear                    |      3 |
| Good Night's Sleep          | goodnightsleep:herobrine                               | EntityHerobrine                    |      2 |
| Good Night's Sleep          | goodnightsleep:tormenter                               | EntityTormenter                    |      0 |
| Good Night's Sleep          | goodnightsleep:unicorn_gns                             | EntityUnicorn                      |      4 |
| Immersive Engineering       | immersiveengineering:chemthrowershot                   | EntityChemthrowerShot              |      4 |
| Immersive Engineering       | immersiveengineering:explosive                         | EntityIEExplosive                  |      7 |
| Immersive Engineering       | immersiveengineering:fluorescenttube                   | EntityFluorescentTube              |      8 |
| Immersive Engineering       | immersiveengineering:railgunshot                       | EntityRailgunShot                  |      5 |
| Immersive Engineering       | immersiveengineering:revolvershot                      | EntityRevolvershot                 |      0 |
| Immersive Engineering       | immersiveengineering:revolvershotflare                 | EntityRevolvershotFlare            |      6 |
| Immersive Engineering       | immersiveengineering:revolvershothoming                | EntityRevolvershotHoming           |      2 |
| Immersive Engineering       | immersiveengineering:revolvershotwolfpack              | EntityWolfpackShot                 |      3 |
| Immersive Engineering       | immersiveengineering:skylinehook                       | EntitySkylineHook                  |      1 |
| Industrial Foregoing        | industrialforegoing:pink_slime                         | EntityPinkSlime                    | 135135 |
| Integrated Dynamics         | integrateddynamics:entityitemtargetted                 | EntityItemTargetted                |      0 |
| Interstellar: Exoplanets    | exoplanets:twopersonrocket                             | EntityTwoPlayerRocket              |      0 |
| LightningCraft              | lightningcraft:demon_soldier                           | EntityDemonSoldier                 |      2 |
| LightningCraft              | lightningcraft:helper_zombie                           | EntityLCZombie                     |      1 |
| LightningCraft              | lightningcraft:lc_electric_attack                      | EntityLCElectricAttack             |    102 |
| LightningCraft              | lightningcraft:lc_tnt_primed                           | EntityLCTNTPrimed                  |    101 |
| LightningCraft              | lightningcraft:underworld_creeper                      | EntityUnderworldCreeper            |      7 |
| LightningCraft              | lightningcraft:underworld_ghast                        | EntityUnderworldGhast              |      6 |
| LightningCraft              | lightningcraft:underworld_silverfish                   | EntityUnderworldSilverfish         |      5 |
| LightningCraft              | lightningcraft:underworld_skeleton                     | EntityUnderworldSkeleton           |      4 |
| LightningCraft              | lightningcraft:underworld_slime                        | EntityUnderworldSlime              |      3 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:alexa2112                     | Entityalexa2112                    |     35 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:alter                         | Entityalter                        |     55 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:cloudcow                      | EntitycloudCow                     |     13 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:cloudpig                      | EntitycloudPig                     |     11 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:cloudspider                   | EntitycloudSpider                  |     15 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:cloudzombie                   | EntitycloudZombie                  |     17 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:codemarshadow                 | EntitycodeMarshadow                |     47 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:deathdodoo                    | Entitydeathdodoo                   |     43 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:entitybulletfredrick404       | EntityArrowCustom                  |     32 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:entitybullettannerjimmyfan    | EntityArrowCustom                  |     42 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:freakdre93                    | Entityfreakdre93                   |     45 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:fredrick404                   | Entityfredrick404                  |     31 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:icezombie                     | EntityiceZombie                    |     71 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:interdimensionalcow           | EntityinterDimensionalCow          |      1 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:interdimensionalpig           | EntityinterDimensionalPig          |      7 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:interdimensionalspider        | EntityinterDimensionalSpider       |      3 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:interdimensionalvillager      | EntityinterDimensionalVillager     |      9 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:interdimensionalwolf          | EntityinterDimensionalWolf         |     69 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:interdimensionalzombie        | EntityinterDimensionalZombie       |      5 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:me                            | EntitymE                           |     19 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:neb2566                       | Entityneb2566                      |     27 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:phantomcreeper                | EntityphantomCreeper               |     67 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:phantomslime                  | EntityphantomSlime                 |     65 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:phantomspider                 | EntityphantomSpider                |     61 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:phantomzombie                 | EntityphantomZombie                |     63 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:spike                         | EntitysPIKE                        |     39 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:tannerjimmyfan                | EntitytannerJimmyfan               |     41 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:traylon                       | Entitytraylon                      |     57 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:wrathverse                    | Entitywrathverse                   |     25 |
| Lockyz Extra Dimensions Mod | lockyzextradimensionsmod:xalabar                       | Entityxalabar                      |     49 |
| Mekanism                    | mekanism:babyskeleton                                  | EntityBabySkeleton                 |      3 |
| Mekanism                    | mekanism:balloon                                       | EntityBalloon                      |      2 |
| Mekanism                    | mekanism:flame                                         | EntityFlame                        |      4 |
| Mekanism                    | mekanism:obsidiantnt                                   | EntityObsidianTNT                  |      0 |
| Mekanism                    | mekanism:robit                                         | EntityRobit                        |      1 |
| Midnight                    | midnight:bladeshroom_cap                               | EntityBladeshroomCap               |      3 |
| Midnight                    | midnight:cloud                                         | EntityCloud                        |     14 |
| Midnight                    | midnight:crystal_bug                                   | EntityCrystalBug                   |      5 |
| Midnight                    | midnight:deceitful_snapper                             | EntityDeceitfulSnapper             |     10 |
| Midnight                    | midnight:hunter                                        | EntityHunter                       |      2 |
| Midnight                    | midnight:nightstag                                     | EntityNightStag                    |      9 |
| Midnight                    | midnight:nova                                          | EntityNova                         |      4 |
| Midnight                    | midnight:penumbrian                                    | EntityPenumbrian                   |      6 |
| Midnight                    | midnight:rift                                          | EntityRift                         |      0 |
| Midnight                    | midnight:rifter                                        | EntityRifter                       |      1 |
| Midnight                    | midnight:skulk                                         | EntitySkulk                        |     11 |
| Midnight                    | midnight:spore_bomb                                    | EntitySporeBomb                    |     13 |
| Midnight                    | midnight:stinger                                       | EntityStinger                      |      8 |
| Midnight                    | midnight:thrown_geode                                  | EntityThrownGeode                  |     12 |
| Midnight                    | midnight:tree_hopper                                   | EntityTreeHopper                   |      7 |
| Minecraft                   | cavern:caveman                                         | EntityCaveman                      |   1506 |
| Minecraft                   | cavern:cavenic_bear                                    | EntityCavenicBear                  |   1501 |
| Minecraft                   | cavern:cavenic_creeper                                 | EntityCavenicCreeper               |   1497 |
| Minecraft                   | cavern:cavenic_skeleton                                | EntityCavenicSkeleton              |   1496 |
| Minecraft                   | cavern:cavenic_spider                                  | EntityCavenicSpider                |   1499 |
| Minecraft                   | cavern:cavenic_witch                                   | EntityCavenicWitch                 |   1500 |
| Minecraft                   | cavern:cavenic_zombie                                  | EntityCavenicZombie                |   1498 |
| Minecraft                   | cavern:crazy_creeper                                   | EntityCrazyCreeper                 |   1503 |
| Minecraft                   | cavern:crazy_skeleton                                  | EntityCrazySkeleton                |   1502 |
| Minecraft                   | cavern:crazy_spider                                    | EntityCrazySpider                  |   1505 |
| Minecraft                   | cavern:crazy_zombie                                    | EntityCrazyZombie                  |   1504 |
| Minecraft                   | cavern:crystal_turret                                  | EntityCrystalTurret                |   1507 |
| Minecraft                   | cavern:durang_hog                                      | EntityDurangHog                    |   1509 |
| Minecraft                   | cavern:magic_torcher                                   | EntityMagicTorcher                 |   1515 |
| Minecraft                   | cavern:sky_seeker                                      | EntitySkySeeker                    |   1508 |
| Minecraft                   | cavern:squid                                           | EntityAquaSquid                    |   1514 |
| Minecraft                   | cavern:summon_cavenic_skeleton                         | EntitySummonCavenicSkeleton        |   1513 |
| Minecraft                   | cavern:summon_cavenic_zombie                           | EntitySummonCavenicZombie          |   1512 |
| Minecraft                   | cavern:summon_skeleton                                 | EntitySummonSkeleton               |   1511 |
| Minecraft                   | cavern:summon_zombie                                   | EntitySummonZombie                 |   1510 |
| Minecraft                   | minecraft:area_effect_cloud                            | EntityAreaEffectCloud              |      3 |
| Minecraft                   | minecraft:armor_stand                                  | EntityArmorStand                   |     30 |
| Minecraft                   | minecraft:arrow                                        | EntityTippedArrow                  |     10 |
| Minecraft                   | minecraft:bat                                          | EntityBat                          |     65 |
| Minecraft                   | minecraft:blaze                                        | EntityBlaze                        |     61 |
| Minecraft                   | minecraft:boat                                         | EntityBoat                         |     41 |
| Minecraft                   | minecraft:cave_spider                                  | EntityCaveSpider                   |     59 |
| Minecraft                   | minecraft:chest_minecart                               | EntityMinecartChest                |     43 |
| Minecraft                   | minecraft:chicken                                      | EntityChicken                      |     93 |
| Minecraft                   | minecraft:commandblock_minecart                        | EntityMinecartCommandBlock         |     40 |
| Minecraft                   | minecraft:cow                                          | EntityCow                          |     92 |
| Minecraft                   | minecraft:creeper                                      | EntityCreeper                      |     50 |
| Minecraft                   | minecraft:donkey                                       | EntityDonkey                       |     31 |
| Minecraft                   | minecraft:dragon_fireball                              | EntityDragonFireball               |     26 |
| Minecraft                   | minecraft:egg                                          | EntityEgg                          |      7 |
| Minecraft                   | minecraft:elder_guardian                               | EntityElderGuardian                |      4 |
| Minecraft                   | minecraft:ender_crystal                                | EntityEnderCrystal                 |    200 |
| Minecraft                   | minecraft:ender_dragon                                 | EntityDragon                       |     63 |
| Minecraft                   | minecraft:ender_pearl                                  | EntityEnderPearl                   |     14 |
| Minecraft                   | minecraft:enderman                                     | EntityEnderman                     |     58 |
| Minecraft                   | minecraft:endermite                                    | EntityEndermite                    |     67 |
| Minecraft                   | minecraft:evocation_fangs                              | EntityEvokerFangs                  |     33 |
| Minecraft                   | minecraft:evocation_illager                            | EntityEvoker                       |     34 |
| Minecraft                   | minecraft:eye_of_ender_signal                          | EntityEnderEye                     |     15 |
| Minecraft                   | minecraft:falling_block                                | EntityFallingBlock                 |     21 |
| Minecraft                   | minecraft:fireball                                     | EntityLargeFireball                |     12 |
| Minecraft                   | minecraft:fireworks_rocket                             | EntityFireworkRocket               |     22 |
| Minecraft                   | minecraft:furnace_minecart                             | EntityMinecartFurnace              |     44 |
| Minecraft                   | minecraft:ghast                                        | EntityGhast                        |     56 |
| Minecraft                   | minecraft:giant                                        | EntityGiantZombie                  |     53 |
| Minecraft                   | minecraft:guardian                                     | EntityGuardian                     |     68 |
| Minecraft                   | minecraft:hopper_minecart                              | EntityMinecartHopper               |     46 |
| Minecraft                   | minecraft:horse                                        | EntityHorse                        |    100 |
| Minecraft                   | minecraft:husk                                         | EntityHusk                         |     23 |
| Minecraft                   | minecraft:illusion_illager                             | EntityIllusionIllager              |     37 |
| Minecraft                   | minecraft:item                                         | EntityItem                         |      1 |
| Minecraft                   | minecraft:item_frame                                   | EntityItemFrame                    |     18 |
| Minecraft                   | minecraft:leash_knot                                   | EntityLeashKnot                    |      8 |
| Minecraft                   | minecraft:llama                                        | EntityLlama                        |    103 |
| Minecraft                   | minecraft:llama_spit                                   | EntityLlamaSpit                    |    104 |
| Minecraft                   | minecraft:magma_cube                                   | EntityMagmaCube                    |     62 |
| Minecraft                   | minecraft:minecart                                     | EntityMinecartEmpty                |     42 |
| Minecraft                   | minecraft:mooshroom                                    | EntityMooshroom                    |     96 |
| Minecraft                   | minecraft:mule                                         | EntityMule                         |     32 |
| Minecraft                   | minecraft:ocelot                                       | EntityOcelot                       |     98 |
| Minecraft                   | minecraft:painting                                     | EntityPainting                     |      9 |
| Minecraft                   | minecraft:parrot                                       | EntityParrot                       |    105 |
| Minecraft                   | minecraft:pig                                          | EntityPig                          |     90 |
| Minecraft                   | minecraft:polar_bear                                   | EntityPolarBear                    |    102 |
| Minecraft                   | minecraft:potion                                       | EntityPotion                       |     16 |
| Minecraft                   | minecraft:rabbit                                       | EntityRabbit                       |    101 |
| Minecraft                   | minecraft:sheep                                        | EntitySheep                        |     91 |
| Minecraft                   | minecraft:shulker                                      | EntityShulker                      |     69 |
| Minecraft                   | minecraft:shulker_bullet                               | EntityShulkerBullet                |     25 |
| Minecraft                   | minecraft:silverfish                                   | EntitySilverfish                   |     60 |
| Minecraft                   | minecraft:skeleton                                     | EntitySkeleton                     |     51 |
| Minecraft                   | minecraft:skeleton_horse                               | EntitySkeletonHorse                |     28 |
| Minecraft                   | minecraft:slime                                        | EntitySlime                        |     55 |
| Minecraft                   | minecraft:small_fireball                               | EntitySmallFireball                |     13 |
| Minecraft                   | minecraft:snowball                                     | EntitySnowball                     |     11 |
| Minecraft                   | minecraft:snowman                                      | EntitySnowman                      |     97 |
| Minecraft                   | minecraft:spawner_minecart                             | EntityMinecartMobSpawner           |     47 |
| Minecraft                   | minecraft:spectral_arrow                               | EntitySpectralArrow                |     24 |
| Minecraft                   | minecraft:spider                                       | EntitySpider                       |     52 |
| Minecraft                   | minecraft:squid                                        | EntitySquid                        |     94 |
| Minecraft                   | minecraft:stray                                        | EntityStray                        |      6 |
| Minecraft                   | minecraft:tnt                                          | EntityTNTPrimed                    |     20 |
| Minecraft                   | minecraft:tnt_minecart                                 | EntityMinecartTNT                  |     45 |
| Minecraft                   | minecraft:vex                                          | EntityVex                          |     35 |
