+-------------------------------------------------------------------------+--------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------------------------------------------------------+
| ID                                                                      | Name                                                               | Description                                                                                                                                                                                                                                                                                                                                                                                                      | Parent                                                            |
| erebus:exploration/poison_sac                                           | [Your Cruel Device]                                                | Snag a Poison Sac from the innards of one of the many venomous critters that inhabit the Erebus.                                                                                                                                                                                                                                                                                                                 | erebus:exploration/entomology                                     |
| erebus:exploration/quicksand                                            | [Let That Sink In]                                                 | Get yourself stuck in some Quicksand.                                                                                                                                                                                                                                                                                                                                                                            | erebus:exploration/root                                           |
| erebus:exploration/reinexo_set                                          | [Truth Is... I Am Exo Man]                                         | Obtain all four pieces of the Reinforced Exoskeleton armour set and the Reinforced Exoskeleton Shield.                                                                                                                                                                                                                                                                                                           | erebus:exploration/exo_set                                        |
| erebus:exploration/repellent                                            | [Utterly Repulsive]                                                | Get your hands on some Repellent.                                                                                                                                                                                                                                                                                                                                                                                | erebus:exploration/entomology                                     |
| erebus:exploration/rhino_beetle                                         | [That's Poaching]                                                  | Kill the Rhinoceros Beetle and obtain its exoskeleton and horn.                                                                                                                                                                                                                                                                                                                                                  | erebus:exploration/find_beetles                                   |
| erebus:exploration/rhino_exo_set                                        | [Heavy-handed]                                                     | Craft the entire Rhino Plate set, including the shield.                                                                                                                                                                                                                                                                                                                                                          | erebus:exploration/rhino_beetle                                   |
| erebus:exploration/root                                                 | [The Erebus]                                                       | Travel to a long lost world, overrun by gargantuan arthropods: The Erebus.                                                                                                                                                                                                                                                                                                                                       | -                                                                 |
| erebus:exploration/smoothie_all                                         | [Smoothie Enthusiast]                                              | Brew all 10 smoothies.                                                                                                                                                                                                                                                                                                                                                                                           | erebus:exploration/smoothiebook                                   |
| erebus:exploration/smoothiebook                                         | [The Menu]                                                         | Get the smoothie guide book by right-clicking the Smoothie-matic 2000 with a blank book.                                                                                                                                                                                                                                                                                                                         | erebus:exploration/smoothiemaker                                  |
| erebus:exploration/smoothiemaker                                        | [For The Juiceheads]                                               | Craft the ErebusCo. Smoothie-matic 2000, all rights reserved.                                                                                                                                                                                                                                                                                                                                                    | erebus:exploration/root                                           |
| erebus:exploration/spray_can                                            | [Begone Arthrothot]                                                | Craft some Insect Repellent.                                                                                                                                                                                                                                                                                                                                                                                     | erebus:exploration/repellent                                      |
| erebus:exploration/stung                                                | [The Boy with the Thorn in His Side]                               | Get stung by a Wasp or a Scorpion.                                                                                                                                                                                                                                                                                                                                                                               | erebus:exploration/entomology                                     |
| erebus:exploration/titan_beetle                                         | [Titanomachy]                                                      | Slay a Titan Beetle and obtain its flesh.                                                                                                                                                                                                                                                                                                                                                                        | erebus:exploration/find_beetles                                   |
| erebus:exploration/titan_stew                                           | [Itadakimasu]                                                      | Cook yourself some Titan Stew, the most nourishing meal you'll ever eat.                                                                                                                                                                                                                                                                                                                                         | erebus:exploration/titan_beetle                                   |
| erebus:exploration/traveller                                            | [A True Traveller Never Arrives]                                   | Travel to all biomes the Erebus has to offer.                                                                                                                                                                                                                                                                                                                                                                    | erebus:exploration/root                                           |
| erebus:exploration/water_repellent                                      | [Why So Hydrophobic, Bigot?]                                       | Acquire some Hydrofuge to craft Water Repellent.                                                                                                                                                                                                                                                                                                                                                                 | erebus:exploration/repellent                                      |
| erebus:exploration/water_striders                                       | [Personal Jesus]                                                   | Craft some Water Striders.                                                                                                                                                                                                                                                                                                                                                                                       | erebus:exploration/water_repellent                                |
| erebus:exploration/whetstone                                            | [Sharpen Your Wits]                                                | Get your hands on some Whetstone Powder and apply it to an unenchanted Whetstone.                                                                                                                                                                                                                                                                                                                                | erebus:exploration/woodlouse                                      |
| erebus:exploration/woodlouse                                            | [A Surprise to be Sure]                                            | Encounter and kill a Woodlouse.                                                                                                                                                                                                                                                                                                                                                                                  | erebus:exploration/entomology                                     |
| erebus:exploration/woodlouse_ball                                       | [Killer Ball]                                                      | Catch a Woodlouse by right-clicking it with an empty hand.                                                                                                                                                                                                                                                                                                                                                       | erebus:exploration/woodlouse                                      |
| erebus:portal/altar                                                     | [Contacting the Gods]                                              | Create an Offering Altar.                                                                                                                                                                                                                                                                                                                                                                                        | erebus:portal/root                                                |
| erebus:portal/gaean_gem                                                 | [A Gift from our Mother]                                           | Offer a Diamond, an Emerald and a piece of Obsidian on the Offering Altar and obtain the Gaean Gem.                                                                                                                                                                                                                                                                                                              | erebus:portal/altar                                               |
| erebus:portal/portal                                                    | [Constructing the Gate]                                            | Construct the Erebus portal by placing any type of leaf blocks in a frame and activate it by inserting the Staff of Gaea into the Gaean Keystone near it.                                                                                                                                                                                                                                                        | erebus:portal/portal_activator                                    |
| erebus:portal/portal_activator                                          | [The Key and the Lock]                                             | Obtain the Staff of Gaea and the Gaean Keystone.                                                                                                                                                                                                                                                                                                                                                                 | erebus:portal/gaean_gem                                           |
| erebus:portal/root                                                      | [The Portal]                                                       | A world below our own, ready to be accessed...                                                                                                                                                                                                                                                                                                                                                                   | -                                                                 |
| galacticraftcore:galacticraft/advanced_solar                            | [Fast + Efficient]                                                 | Craft an Advanced Solar Panel                                                                                                                                                                                                                                                                                                                                                                                    | galacticraftcore:galacticraft/basic_solar                         |
| galacticraftcore:galacticraft/advanced_wafer                            | [Golden wafers]                                                    | Craft an advanced wafer. (You still can't eat it!)                                                                                                                                                                                                                                                                                                                                                               | galacticraftcore:galacticraft/basic_wafer                         |
| galacticraftcore:galacticraft/basic_solar                               | [Free Energy]                                                      | Craft a Basic Solar Panel                                                                                                                                                                                                                                                                                                                                                                                        | galacticraftcore:galacticraft/basic_wafer                         |
| galacticraftcore:galacticraft/basic_wafer                               | [Tasty wafers]                                                     | Craft a basic wafer. (It's silicon so please don't eat it!)                                                                                                                                                                                                                                                                                                                                                      | galacticraftcore:galacticraft/circuit_fabricator                  |
| galacticraftcore:galacticraft/circuit_fabricator                        | [Fabricated]                                                       | Craft a circuit fabricator to make wafers                                                                                                                                                                                                                                                                                                                                                                        | galacticraftcore:galacticraft/coal_generator                      |
| galacticraftcore:galacticraft/coal_generator                            | [Coal Power]                                                       | Craft a Coal Generator                                                                                                                                                                                                                                                                                                                                                                                           | galacticraftcore:galacticraft/root                                |
| galacticraftcore:galacticraft/compressor                                | [Compressed]                                                       | Craft a compressor                                                                                                                                                                                                                                                                                                                                                                                               | galacticraftcore:galacticraft/basic_wafer                         |
| galacticraftcore:galacticraft/create_space_station                      | [Space Station]                                                    | Create your own space station!                                                                                                                                                                                                                                                                                                                                                                                   | galacticraftcore:galacticraft/moon                                |
| galacticraftcore:galacticraft/electric_compressor                       | [Electrical Upgrade]                                               | Craft an electric compressor                                                                                                                                                                                                                                                                                                                                                                                     | galacticraftcore:galacticraft/compressor                          |
| galacticraftcore:galacticraft/fill_all_tanks                            | [Oxygen stockpile]                                                 | Fill up every kind of oxygen tank                                                                                                                                                                                                                                                                                                                                                                                | galacticraftcore:galacticraft/fill_tank                           |
| galacticraftcore:galacticraft/fill_tank                                 | [Air 2 Go]                                                         | Fill up an oxygen tank                                                                                                                                                                                                                                                                                                                                                                                           | galacticraftcore:galacticraft/oxygen_compressor                   |
| galacticraftcore:galacticraft/fuel_loader                               | [Fill her up!]                                                     | Craft a fuel loader                                                                                                                                                                                                                                                                                                                                                                                              | galacticraftcore:galacticraft/rocket_t1                           |
| galacticraftcore:galacticraft/key_t1                                    | [I has the key]                                                    | Kill the boss hiding in the dungeon, and steal it's key                                                                                                                                                                                                                                                                                                                                                          | galacticraftcore:galacticraft/moon_dungeon                        |
| galacticraftcore:galacticraft/launch_rocket                             | [We have liftoff!]                                                 | Launch your first rocket                                                                                                                                                                                                                                                                                                                                                                                         | galacticraftcore:galacticraft/fuel_loader                         |
| galacticraftcore:galacticraft/moon                                      | [The Moon!]                                                        | Land on the moon                                                                                                                                                                                                                                                                                                                                                                                                 | galacticraftcore:galacticraft/launch_rocket                       |
| galacticraftcore:galacticraft/moon_buggy                                | [Buggy]                                                            | Weld a moon buggy together                                                                                                                                                                                                                                                                                                                                                                                       | galacticraftcore:galacticraft/moon_buggy_schematic                |
| galacticraftcore:galacticraft/moon_buggy_schematic                      | [Glitchy schematic]                                                | Obtain a moon §obuggy schematic                                                                                                                                                                                                                                                                                                                                                                                  | galacticraftcore:galacticraft/key_t1                              |
| galacticraftcore:galacticraft/moon_dungeon                              | [Worse than a wither]                                              | Find an evolved skeleton boss in a dungeon                                                                                                                                                                                                                                                                                                                                                                       | galacticraftcore:galacticraft/moon                                |
| galacticraftcore:galacticraft/oil                                       | [Sticky stuff]                                                     | Fall into some oil                                                                                                                                                                                                                                                                                                                                                                                               | galacticraftcore:galacticraft/compressor                          |
| galacticraftcore:galacticraft/oxygen_collector                          | [Oxygen not included]                                              | Craft an Oxygen Collector                                                                                                                                                                                                                                                                                                                                                                                        | galacticraftcore:galacticraft/compressor                          |
| galacticraftcore:galacticraft/oxygen_compressor                         | [Compress the air]                                                 | Craft an Oxygen Compressor                                                                                                                                                                                                                                                                                                                                                                                       | galacticraftcore:galacticraft/oxygen_collector                    |
| galacticraftcore:galacticraft/oxygen_gear                               | [All set]                                                          | Create everything you need to breath in space                                                                                                                                                                                                                                                                                                                                                                    | galacticraftcore:galacticraft/fill_tank                           |
| galacticraftcore:galacticraft/refinery                                  | [Time to Refine!]                                                  | Craft a Refinery                                                                                                                                                                                                                                                                                                                                                                                                 | galacticraftcore:galacticraft/oil                                 |
| galacticraftcore:galacticraft/rocket_fuel                               | [Rocket Fuel]                                                      | Refine oil in the refinery                                                                                                                                                                                                                                                                                                                                                                                       | galacticraftcore:galacticraft/refinery                            |
| galacticraftcore:galacticraft/rocket_t1                                 | [We have a Rocket!]                                                | Weld a rocket together                                                                                                                                                                                                                                                                                                                                                                                           | galacticraftcore:galacticraft/rocket_workbench                    |
| galacticraftcore:galacticraft/rocket_workbench                          | [Space Engineer]                                                   | Craft a NASA Workbench                                                                                                                                                                                                                                                                                                                                                                                           | galacticraftcore:galacticraft/compressor                          |
| galacticraftcore:galacticraft/root                                      | [Galacticraft]                                                     | Explore the Moon... and beyond!                                                                                                                                                                                                                                                                                                                                                                                  | -                                                                 |
| galacticraftcore:galacticraft/spin_thruster                             | [I'm getting dizzzyy]                                              | Craft a spin thruster                                                                                                                                                                                                                                                                                                                                                                                            | galacticraftcore:galacticraft/create_space_station                |
| glacidus:alien_rodeo                                                    | [Alien Rodeo!]                                                     | Find a Black Saddle.                                                                                                                                                                                                                                                                                                                                                                                             | glacidus:bred_alien_mob                                           |
| glacidus:artifact_6                                                     | [Hot to the Touch!]                                                | Find the 6th Artifact.                                                                                                                                                                                                                                                                                                                                                                                           | glacidus:the_core                                                 |
| glacidus:bits_bobs                                                      | [Bits and Bobs]                                                    | Find Residuum from a surface mob.                                                                                                                                                                                                                                                                                                                                                                                | glacidus:bounty_hunter                                            |
| glacidus:bombs_away                                                     | [Lift Off!]                                                        | Find a Booster and leave the planet.                                                                                                                                                                                                                                                                                                                                                                             | glacidus:enter                                                    |
| glacidus:bounty_hunter                                                  | [Bounty Hunter]                                                    | Slay a mob from the planet.                                                                                                                                                                                                                                                                                                                                                                                      | glacidus:enter                                                    |
| glacidus:bred_alien_mob                                                 | [Extraterrestrial!]                                                | Breed an alien animal.                                                                                                                                                                                                                                                                                                                                                                                           | glacidus:middle_layer                                             |
| glacidus:decked_out                                                     | [All Decked Out!]                                                  | Get a full set of Glacidite Armor.                                                                                                                                                                                                                                                                                                                                                                               | glacidus:glacidite                                                |
| glacidus:enter                                                          | [It's Freezing Here...]                                            | Enter the Glacidus world.                                                                                                                                                                                                                                                                                                                                                                                        | glacidus:root                                                     |
| glacidus:eukeite                                                        | [Great, it Makes Noise]                                            | Find and collect Eukeite from Eukeite ore.                                                                                                                                                                                                                                                                                                                                                                       | glacidus:get_wood                                                 |
| glacidus:get_wood                                                       | [New World, Same Routine]                                          | Punch an Underground tree and get a log.                                                                                                                                                                                                                                                                                                                                                                         | glacidus:middle_layer                                             |
| glacidus:glacidite                                                      | [Dangerous, but Worth it!]                                         | Find Glacidite near a pool of Glacium.                                                                                                                                                                                                                                                                                                                                                                           | glacidus:eukeite                                                  |
| glacidus:glowey_flowers                                                 | [Glowey Flowers!]                                                  | Find all 5 flowers.                                                                                                                                                                                                                                                                                                                                                                                              | glacidus:middle_layer                                             |
| glacidus:health_freak                                                   | [Health Freak!]                                                    | Liquify grapes and drink Grape Juice.                                                                                                                                                                                                                                                                                                                                                                            | glacidus:middle_layer                                             |
| glacidus:middle_layer                                                   | [Don't Judge a Book by it's Cover]                                 | Find signs of plant life.                                                                                                                                                                                                                                                                                                                                                                                        | glacidus:enter                                                    |
| glacidus:root                                                           | [Glacidus]                                                         | The Glacidus dimension.                                                                                                                                                                                                                                                                                                                                                                                          | -                                                                 |
| glacidus:so_many_uses                                                   | [So Many Uses...]                                                  | Find another way to use grapes.                                                                                                                                                                                                                                                                                                                                                                                  | glacidus:health_freak                                             |
| glacidus:the_core                                                       | [The Core...]                                                      | Make it down to the center of the planet.                                                                                                                                                                                                                                                                                                                                                                        | glacidus:middle_layer                                             |
| immersiveengineering:main/connect_wire                                  | [Birds on a Wire]                                                  | Attach a wire                                                                                                                                                                                                                                                                                                                                                                                                    | immersiveengineering:main/root                                    |
| immersiveengineering:main/craft_chemthrower                             | [Spray and Pray]                                                   | Craft the Chemical Thrower                                                                                                                                                                                                                                                                                                                                                                                       | immersiveengineering:main/craft_workbench                         |
| immersiveengineering:main/craft_drill                                   | [Power Pick]                                                       | Craft the Mining Drill                                                                                                                                                                                                                                                                                                                                                                                           | immersiveengineering:main/craft_workbench                         |
| immersiveengineering:main/craft_hammer                                  | [HAMMAH!]                                                          | Craft an Engineer's Hammer                                                                                                                                                                                                                                                                                                                                                                                       | immersiveengineering:main/root                                    |
